0.01000, -0.3995, -49.49
0.02000, -0.3990, -27.69
0.03000, -0.3985, -17.90
0.04000, -0.3980, -12.73
0.05000, -0.3975, -9.692
0.06000, -0.3970, -7.795
0.07000, -0.3965, -6.524
0.08000, -0.3960, -5.632
0.09000, -0.3955, -4.988
0.1000, -0.3950, -4.452
0.1100, -0.3945, -4.079
0.1200, -0.3940, -3.719
0.1300, -0.3935, -3.458
0.1400, -0.3930, -3.226
0.1500, -0.3925, -3.036
0.1600, -0.3920, -2.875
0.1700, -0.3915, -2.714
0.1800, -0.3910, -2.578
0.1900, -0.3905, -2.469
0.2000, -0.3900, -2.375
0.2100, -0.3895, -2.262
0.2200, -0.3890, -2.185
0.2300, -0.3885, -2.078
0.2400, -0.3880, -2.016
0.2500, -0.3875, -1.918
0.2600, -0.3870, -1.849
0.2700, -0.3865, -1.784
0.2800, -0.3860, -1.713
0.2900, -0.3855, -1.624
0.3000, -0.3850, -1.600
0.3100, -0.3845, -1.539
0.3200, -0.3840, -1.504
0.3300, -0.3835, -1.460
0.3400, -0.3830, -1.434
0.3500, -0.3825, -1.408
0.3600, -0.3820, -1.356
0.3700, -0.3815, -1.317
0.3800, -0.3810, -1.296
0.3900, -0.3805, -1.285
0.4000, -0.3800, -1.235
0.4100, -0.3795, -1.203
0.4200, -0.3790, -1.170
0.4300, -0.3785, -1.182
0.4400, -0.3780, -1.144
0.4500, -0.3775, -1.146
0.4600, -0.3770, -1.095
0.4700, -0.3765, -1.093
0.4800, -0.3760, -1.069
0.4900, -0.3755, -1.050
0.5000, -0.3750, -1.039
0.5100, -0.3745, -1.027
0.5200, -0.3740, -0.9993
0.5300, -0.3735, -0.9891
0.5400, -0.3730, -0.9929
0.5500, -0.3725, -0.9614
0.5600, -0.3720, -0.9640
0.5700, -0.3715, -0.9392
0.5800, -0.3710, -0.9230
0.5900, -0.3705, -0.9266
0.6000, -0.3700, -0.9312
0.6100, -0.3695, -0.8922
0.6200, -0.3690, -0.8939
0.6300, -0.3685, -0.8745
0.6400, -0.3680, -0.8730
0.6500, -0.3675, -0.8597
0.6600, -0.3670, -0.8128
0.6700, -0.3665, -0.7977
0.6800, -0.3660, -0.7858
0.6900, -0.3655, -0.7755
0.7000, -0.3650, -0.7272
0.7100, -0.3645, -0.7354
0.7200, -0.3640, -0.6743
0.7300, -0.3635, -0.6782
0.7400, -0.3630, -0.7021
0.7500, -0.3625, -0.6652
0.7600, -0.3620, -0.6686
0.7700, -0.3615, -0.6429
0.7800, -0.3610, -0.6483
0.7900, -0.3605, -0.6370
0.8000, -0.3600, -0.6293
0.8100, -0.3595, -0.6474
0.8200, -0.3590, -0.6303
0.8300, -0.3585, -0.6140
0.8400, -0.3580, -0.6324
0.8500, -0.3575, -0.6084
0.8600, -0.3570, -0.5932
0.8700, -0.3565, -0.5898
0.8800, -0.3560, -0.6100
0.8900, -0.3555, -0.5907
0.9000, -0.3550, -0.5758
0.9100, -0.3545, -0.5816
0.9200, -0.3540, -0.5841
0.9300, -0.3535, -0.5826
0.9400, -0.3530, -0.5704
0.9500, -0.3525, -0.5775
0.9600, -0.3520, -0.5681
0.9700, -0.3515, -0.5674
0.9800, -0.3510, -0.5549
0.9900, -0.3505, -0.5801
1.000, -0.3500, -0.5436
1.010, -0.3495, -0.5522
