0.01000, -0.3995, -26.13
0.02000, -0.3990, -10.47
0.03000, -0.3985, -6.026
0.04000, -0.3980, -4.247
0.05000, -0.3975, -3.342
0.06000, -0.3970, -2.828
0.07000, -0.3965, -2.458
0.08000, -0.3960, -2.194
0.09000, -0.3955, -2.005
0.1000, -0.3950, -1.842
0.1100, -0.3945, -1.742
0.1200, -0.3940, -1.649
0.1300, -0.3935, -1.565
0.1400, -0.3930, -1.482
0.1500, -0.3925, -1.397
0.1600, -0.3920, -1.340
0.1700, -0.3915, -1.286
0.1800, -0.3910, -1.256
0.1900, -0.3905, -1.225
0.2000, -0.3900, -1.162
0.2100, -0.3895, -1.118
0.2200, -0.3890, -1.073
0.2300, -0.3885, -1.041
0.2400, -0.3880, -1.022
0.2500, -0.3875, -0.9915
0.2600, -0.3870, -0.9780
0.2700, -0.3865, -0.9460
0.2800, -0.3860, -0.8817
0.2900, -0.3855, -0.8310
0.3000, -0.3850, -0.8329
0.3100, -0.3845, -0.8256
0.3200, -0.3840, -0.8076
0.3300, -0.3835, -0.7831
0.3400, -0.3830, -0.7800
0.3500, -0.3825, -0.7734
0.3600, -0.3820, -0.7275
0.3700, -0.3815, -0.7409
0.3800, -0.3810, -0.7532
0.3900, -0.3805, -0.7194
0.4000, -0.3800, -0.7037
0.4100, -0.3795, -0.7026
0.4200, -0.3790, -0.6769
0.4300, -0.3785, -0.6887
0.4400, -0.3780, -0.6722
0.4500, -0.3775, -0.7024
0.4600, -0.3770, -0.6694
0.4700, -0.3765, -0.6432
0.4800, -0.3760, -0.6260
0.4900, -0.3755, -0.6276
0.5000, -0.3750, -0.6422
0.5100, -0.3745, -0.6214
0.5200, -0.3740, -0.6238
0.5300, -0.3735, -0.6267
0.5400, -0.3730, -0.6254
0.5500, -0.3725, -0.6403
0.5600, -0.3720, -0.5998
0.5700, -0.3715, -0.5747
0.5800, -0.3710, -0.6069
0.5900, -0.3705, -0.5899
0.6000, -0.3700, -0.5605
0.6100, -0.3695, -0.5885
0.6200, -0.3690, -0.5696
0.6300, -0.3685, -0.5640
0.6400, -0.3680, -0.5686
0.6500, -0.3675, -0.5877
0.6600, -0.3670, -0.5439
0.6700, -0.3665, -0.5307
0.6800, -0.3660, -0.5324
0.6900, -0.3655, -0.4991
0.7000, -0.3650, -0.4653
0.7100, -0.3645, -0.4790
0.7200, -0.3640, -0.4728
0.7300, -0.3635, -0.4505
0.7400, -0.3630, -0.4772
0.7500, -0.3625, -0.4313
0.7600, -0.3620, -0.4333
0.7700, -0.3615, -0.4433
0.7800, -0.3610, -0.4324
0.7900, -0.3605, -0.4692
0.8000, -0.3600, -0.4369
0.8100, -0.3595, -0.4493
0.8200, -0.3590, -0.4504
0.8300, -0.3585, -0.4388
0.8400, -0.3580, -0.4444
0.8500, -0.3575, -0.4535
0.8600, -0.3570, -0.4525
0.8700, -0.3565, -0.4430
0.8800, -0.3560, -0.4382
0.8900, -0.3555, -0.4120
0.9000, -0.3550, -0.4348
0.9100, -0.3545, -0.4184
0.9200, -0.3540, -0.4424
0.9300, -0.3535, -0.4392
0.9400, -0.3530, -0.4341
0.9500, -0.3525, -0.4293
0.9600, -0.3520, -0.4304
0.9700, -0.3515, -0.4194
0.9800, -0.3510, -0.4315
